track_id,track_name,album_name,album_id
5VuxWXbt7XENQCtE9TzpTv,Spoil My Night (feat. Swae Lee),beerbongs & bentleys,6trNtQUgC8cgbWcqoMYkOR
2VdT56BGpdqNHUgOe1j5vc,Rich & Sad,beerbongs & bentleys,6trNtQUgC8cgbWcqoMYkOR
5lZZmityu9TAjNvSY6GLhR,Zack And Codeine,beerbongs & bentleys,6trNtQUgC8cgbWcqoMYkOR
5ffntNJnJOeFv7b7DCd0Bw,Takin' Shots,beerbongs & bentleys,6trNtQUgC8cgbWcqoMYkOR
7sWRlDoTDX8geTR8zzr2vt,Hollywood's Bleeding,Hollywood's Bleeding,4g1ZRSobMefqF6nelkgibi
05mDaV9Vb3wrzjF6OPZnhq,Saint-Tropez,Hollywood's Bleeding,4g1ZRSobMefqF6nelkgibi
0Xek5rqai2jcOWCYWJfVCF,Enemies (feat. DaBaby),Hollywood's Bleeding,4g1ZRSobMefqF6nelkgibi
1YscJ7yVTlFxW3eF6pv5ba,Allergic,Hollywood's Bleeding,4g1ZRSobMefqF6nelkgibi
2J0NXdHr6MYvKDSxB7k3V2,A Thousand Bad Times,Hollywood's Bleeding,4g1ZRSobMefqF6nelkgibi
7sBwAWyXfiIgrYQ8BaJESH,Keep The Family Close,Views,40GMAhriYJRO1rsY4YdrZb
1C7KSXR2GVxknex6I4ANco,9,Views,40GMAhriYJRO1rsY4YdrZb
03L2AoiRbWhvt7BDMx1jUB,U With Me?,Views,40GMAhriYJRO1rsY4YdrZb
3cjF2OFRmip8spwZYQRKxP,Feel No Ways,Views,40GMAhriYJRO1rsY4YdrZb
5NFYuqu8V6QXc6mzcLImd6,Hype,Views,40GMAhriYJRO1rsY4YdrZb
7BKLCZ1jbUBVqRi2FVlTVw,Closer,Closer,0rSLgV8p5FzfnqlEk4GzxE
31VOknKjFrEX47bZXzqcoF,Next To Me,Evolve,33pt9HBdGlAbRGBHQgsZsU
28heol5hhOGj6KYbJrRteJ,I Don’t Know Why,Evolve,33pt9HBdGlAbRGBHQgsZsU
6Qn5zhYkTa37e91HC1D7lb,Whatever It Takes,Evolve,33pt9HBdGlAbRGBHQgsZsU
0pqnGHJpmpxLKifKRmU6WP,Believer,Evolve,33pt9HBdGlAbRGBHQgsZsU
1y3bE5i57eUm3hfLAc7h08,Walking The Wire,Evolve,33pt9HBdGlAbRGBHQgsZsU
0TK2YIli7K1leLovkQiNik,Señorita,Señorita,2ZaX1FdZCwchXl1QZiD4O4
